...1,Authors (Year),ID,Site,Lat,Long,Management_(OA_MPA_MEARB_Other),Temporal_Scale,Mean kelp,Mean no Kelp,Mean + one error bar Kelp,Mean + one error bar no Kelp,Error Kelp,Error no-Kelp,Error Type,Variable,N (Kelp),N (no-kelp),Unit Dimensions,Area (m2),Notes on Type of study,Comments,Kelp Taxon,Clearing Size (m^2),Time Until Resampling (days),Mean Depth (m),Inferred Mechanism of Clearing (experiment_storm_heat wave_barren_kelp addition),Type of Study (Experimental_ObservatioNAl),"Observational Study Type (Spatial, Temporal)",Single Species? (yes/no),Total Abundance? (yes/no),Species Richness? (yes/no),Biomass? (yes/no),Clearing Response (algae_barren_kelp),"Survey Type (quadrat, transect, video, photo, Net/Trap)",Short Variable Description,Latititude in Decimal Degrees,Longitude in Decimal Degrees,"Juvenile, Adult, Both",sample unit area (m^2),Total Area Sampled per Treatment (m^2: n*replicate area),Mean kelp t0,Mean no Kelp t0,Mean + one error bar Kelp t0,Mean + one error bar no Kelp t0,Error Kelp t0,Error no-Kelp t0,Error Type t0,Date of t0 (dd/mm/yyyy),Fish Species,Order,Family,Trophic level,Trophic group,Total Lenght (cm),Biomass (gr),Habitat Association (Benthic-Pelagic-Demersal)
1317,Graves et al. (2006),66,"Monitor Cove (No Kelp) and Prisioner's to Pelican (Kelp), Santa Cruz Island, California US",34.052,-119.747,NA,1996,0.099,0.024,0.262,0.107,0.163,0.083,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). Monitor cove (Kelp density=1±0) and in Prisioner's to Pelican (Kelp density=3.35±0.49).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Embiotoca lateralis,Ovalentaria,Embiotocidae,"3,3",Invertivore,38,NA,Demersal
1318,Graves et al. (2006),66,"Monitor Cove (No Kelp) and Prisioner's to Pelican (Kelp), Santa Cruz Island, California US",34.052,-119.747,NA,1996,0.081,0.147,0.237,0.386,0.156,0.239,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). Monitor cove (Kelp density=1±0) and in Prisioner's to Pelican (Kelp density=3.35±0.49).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phanerodon vacca,Ovalentaria,Embiotocidae,"3,38",Invertivore,"44,2",NA,Demersal
1319,Graves et al. (2006),66,"Monitor Cove (No Kelp) and Prisioner's to Pelican (Kelp), Santa Cruz Island, California US",34.052,-119.747,NA,1996,0.183,0,0.454,0,0.271,0,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). Monitor cove (Kelp density=1±0) and in Prisioner's to Pelican (Kelp density=3.35±0.49).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhacochilus toxotes,Ovalentaria,Embiotocidae,"3,4",Invertivore,47,NA,Demersal
1320,Graves et al. (2006),66,"Monitor Cove (No Kelp) and Prisioner's to Pelican (Kelp), Santa Cruz Island, California US",34.052,-119.747,NA,1996,0.513,0.06,0.908,0.183,0.395,0.123,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). Monitor cove (Kelp density=1±0) and in Prisioner's to Pelican (Kelp density=3.35±0.49).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes atrovirens,Perciformes,Sebastidae,"3,35",Carnivore,42,NA,Demersal
1321,Graves et al. (2006),66,"Monitor Cove (No Kelp) and Prisioner's to Pelican (Kelp), Santa Cruz Island, California US",34.052,-119.747,NA,1996,0.053,0.024,0.171,0.107,0.118,0.083,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). Monitor cove (Kelp density=1±0) and in Prisioner's to Pelican (Kelp density=3.35±0.49).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes serranoides,Perciformes,Sebastidae,"3,68",Carnivore,61,1600,Reef associated
1322,Graves et al. (2006),66,"Monitor Cove (No Kelp) and Prisioner's to Pelican (Kelp), Santa Cruz Island, California US",34.052,-119.747,NA,1996,0.089,0.209,0.23,0.442,0.141,0.233,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). Monitor cove (Kelp density=1±0) and in Prisioner's to Pelican (Kelp density=3.35±0.49).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oxylebius pictus,Perciformes,Zaniolepididae,"3,4",Invertivore,25,NA,Demersal
1323,Graves et al. (2006),66,"Monitor Cove (No Kelp) and Prisioner's to Pelican (Kelp), Santa Cruz Island, California US",34.052,-119.747,NA,1996,0.18,0.086,0.363,0.248,0.183,0.162,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). Monitor cove (Kelp density=1±0) and in Prisioner's to Pelican (Kelp density=3.35±0.49).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Halichoeres semicinctus,Eupercaria,Labridae,"3,26",Invertivore,38,NA,Reef associated
1324,Graves et al. (2006),66,"Monitor Cove (No Kelp) and Prisioner's to Pelican (Kelp), Santa Cruz Island, California US",34.052,-119.747,NA,1996,0.018,0.012,0.091,0.072,0.073,0.06,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). Monitor cove (Kelp density=1±0) and in Prisioner's to Pelican (Kelp density=3.35±0.49).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.052,-119.747,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes serriceps,Perciformes,Sebastidae,"3,7",Carnivore,41,NA,Demersal
1325,Graves et al. (2006),66,"BS Rock (No Kelp) and Cueva Valdaze (Kelp), Santa Cruz Island, California US",34.054,-119.819,NA,2004,0.22,0.493,0.431,0.788,0.211,0.295,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). BS Rock (Kelp density=1±0) and in Cueva Valdaze (Kelp density=3.71±0.56).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.054,-119.819,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paralabrax clathratus,Perciformes,Serranidae,"3,98",Carnivore,72,7000,benthopelagic
1326,Graves et al. (2006),66,"BS Rock (No Kelp) and Cueva Valdaze (Kelp), Santa Cruz Island, California US",34.054,-119.819,NA,2004,0.066,0.429,0.209,0.732,0.143,0.303,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). BS Rock (Kelp density=1±0) and in Cueva Valdaze (Kelp density=3.71±0.56).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.054,-119.819,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Semicossyphus pulcher,Eupercaria,Labridae,"3,56",invertivore,91,16000,Reef associated
1327,Graves et al. (2006),66,"BS Rock (No Kelp) and Cueva Valdaze (Kelp), Santa Cruz Island, California US",34.054,-119.819,NA,2004,0.043,0.564,0.187,0.963,0.144,0.399,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). BS Rock (Kelp density=1±0) and in Cueva Valdaze (Kelp density=3.71±0.56).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.054,-119.819,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oxyjulis californica,Eupercaria,Labridae,"3,14",Invertivore,25,NA,Demersal
1328,Graves et al. (2006),66,"BS Rock (No Kelp) and Cueva Valdaze (Kelp), Santa Cruz Island, California US",34.054,-119.819,NA,2004,0.199,0.869,0.597,1.505,0.398,0.636,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). BS Rock (Kelp density=1±0) and in Cueva Valdaze (Kelp density=3.71±0.56).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.054,-119.819,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromis punctipinnis,Ovalentaria,Pomacentridae,"2,73",Planktivore,25,NA,Reef associated
1329,Graves et al. (2006),66,"BS Rock (No Kelp) and Cueva Valdaze (Kelp), Santa Cruz Island, California US",34.054,-119.819,NA,2004,0.111,0.532,0.297,0.806,0.186,0.274,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). BS Rock (Kelp density=1±0) and in Cueva Valdaze (Kelp density=3.71±0.56).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.054,-119.819,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hypsypops rubicundus,Ovalentaria,Pomacentridae,"3,2",Invertivore,30,NA,Reef associated
1330,Graves et al. (2006),66,"BS Rock (No Kelp) and Cueva Valdaze (Kelp), Santa Cruz Island, California US",34.054,-119.819,NA,2004,0.057,0.181,0.211,0.441,0.154,0.26,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). BS Rock (Kelp density=1±0) and in Cueva Valdaze (Kelp density=3.71±0.56).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.054,-119.819,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medialuna californiensis,Centrarchiformes,Kyphosidae,"2,67",Omnivore,48,NA,Demersal
1331,Graves et al. (2006),66,"BS Rock (No Kelp) and Cueva Valdaze (Kelp), Santa Cruz Island, California US",34.054,-119.819,NA,2004,0.077,0.37,0.343,0.774,0.266,0.404,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). BS Rock (Kelp density=1±0) and in Cueva Valdaze (Kelp density=3.71±0.56).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.054,-119.819,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Girella nigricans,Centrarchiformes,Girellidae,2,Omnivore,66,NA,benthopelagic
1332,Graves et al. (2006),66,"BS Rock (No Kelp) and Cueva Valdaze (Kelp), Santa Cruz Island, California US",34.054,-119.819,NA,2004,0.556,0.545,0.798,0.866,0.242,0.321,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). BS Rock (Kelp density=1±0) and in Cueva Valdaze (Kelp density=3.71±0.56).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.054,-119.819,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Embiotoca jacksoni,Ovalentaria,Embiotocidae,"3,31",Invertivore,39,700,Demersal
1333,Graves et al. (2006),66,"BS Rock (No Kelp) and Cueva Valdaze (Kelp), Santa Cruz Island, California US",34.054,-119.819,NA,2004,0.072,0.045,0.203,0.207,0.131,0.162,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). BS Rock (Kelp density=1±0) and in Cueva Valdaze (Kelp density=3.71±0.56).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.054,-119.819,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Embiotoca lateralis,Ovalentaria,Embiotocidae,"3,3",Invertivore,38,NA,Demersal
1334,Graves et al. (2006),66,"BS Rock (No Kelp) and Cueva Valdaze (Kelp), Santa Cruz Island, California US",34.054,-119.819,NA,2004,0.268,0.373,0.546,0.665,0.278,0.292,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). BS Rock (Kelp density=1±0) and in Cueva Valdaze (Kelp density=3.71±0.56).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.054,-119.819,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phanerodon vacca,Ovalentaria,Embiotocidae,"3,38",Invertivore,"44,2",NA,Demersal
1335,Graves et al. (2006),66,"BS Rock (No Kelp) and Cueva Valdaze (Kelp), Santa Cruz Island, California US",34.054,-119.819,NA,2004,0.029,0.081,0.16,0.293,0.131,0.212,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). BS Rock (Kelp density=1±0) and in Cueva Valdaze (Kelp density=3.71±0.56).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.054,-119.819,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhacochilus toxotes,Ovalentaria,Embiotocidae,"3,4",Invertivore,47,NA,Demersal
1336,Graves et al. (2006),66,"BS Rock (No Kelp) and Cueva Valdaze (Kelp), Santa Cruz Island, California US",34.054,-119.819,NA,2004,0.177,0.062,0.398,0.185,0.221,0.123,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). BS Rock (Kelp density=1±0) and in Cueva Valdaze (Kelp density=3.71±0.56).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.054,-119.819,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes atrovirens,Perciformes,Sebastidae,"3,35",Carnivore,42,NA,Demersal
1337,Graves et al. (2006),66,"BS Rock (No Kelp) and Cueva Valdaze (Kelp), Santa Cruz Island, California US",34.054,-119.819,NA,2004,0.023,0.169,0.127,0.407,0.104,0.238,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). BS Rock (Kelp density=1±0) and in Cueva Valdaze (Kelp density=3.71±0.56).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.054,-119.819,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes mystinus,Perciformes,Sebastidae,"3,48",Carnivore,61,3800,Reef associated
1338,Graves et al. (2006),66,"BS Rock (No Kelp) and Cueva Valdaze (Kelp), Santa Cruz Island, California US",34.054,-119.819,NA,2004,0.146,0.119,0.362,0.304,0.216,0.185,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). BS Rock (Kelp density=1±0) and in Cueva Valdaze (Kelp density=3.71±0.56).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.054,-119.819,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastes serranoides,Perciformes,Sebastidae,"3,68",Carnivore,61,1600,Reef associated
1339,Graves et al. (2006),66,"BS Rock (No Kelp) and Cueva Valdaze (Kelp), Santa Cruz Island, California US",34.054,-119.819,NA,2004,0.259,0.125,0.514,0.332,0.255,0.207,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). BS Rock (Kelp density=1±0) and in Cueva Valdaze (Kelp density=3.71±0.56).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.054,-119.819,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oxylebius pictus,Perciformes,Zaniolepididae,"3,4",Invertivore,25,NA,Demersal
1340,Graves et al. (2006),66,"BS Rock (No Kelp) and Cueva Valdaze (Kelp), Santa Cruz Island, California US",34.054,-119.819,NA,2004,0,0.007,0,0.052,0,0.045,SD,Mean abundance transformed to log (x+1). Bottom transects,11,11,48*11,528,"Temporal and spatial variation in fish abundance off Santa Cruz Island, California.","Table 3. Variation in fish abundance between 2 sites of Santa Cruz Island, California.  Kelp (kelp density) were scored from 1 (low or absent) to 5 (highest, or most dense). BS Rock (Kelp density=1±0) and in Cueva Valdaze (Kelp density=3.71±0.56).",Macrocystis pyrifera,NA,NA,1,NA,Observational,Spatial,yes,no,no,no,no,Transect and video,Abundance,34.054,-119.819,Both,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,Halichoeres semicinctus,Eupercaria,Labridae,"3,26",Invertivore,38,NA,Reef associated
